hex,year,occ_den,sp_richness,sp_evenness
851943cffffffff,2011,683,117,0.8622425998344381
85195a2bfffffff,2011,2393,630,0.954327467110481
85195dc7fffffff,2011,663,145,0.7803309217298995
85195133fffffff,2011,3315,471,0.8339473038879616
85195137fffffff,2011,2391,325,0.8492506745107579
85194077fffffff,2011,203,85,0.8909590278822417
85195557fffffff,2011,306,190,0.9473831045334641
8519438ffffffff,2011,855,141,0.9352084601031132
85194233fffffff,2011,1810,338,0.886225107732307
85195533fffffff,2011,3010,583,0.9296278501799984
85194e0bfffffff,2011,191,76,0.7793962632843031
85197303fffffff,2011,1092,441,0.944816382154225
8519554ffffffff,2011,422,224,0.9641112689028655
8519465bfffffff,2011,383,190,0.954529712949854
851950b7fffffff,2011,223,170,0.9571972213634734
851955a3fffffff,2011,1291,563,0.962786416773432
85194333fffffff,2011,2739,386,0.8327490696020343
85195c33fffffff,2011,1505,676,0.9577705467859369
85195d9bfffffff,2011,489,197,0.869132028382781
85194177fffffff,2011,2393,656,0.9211828650195483
8519424ffffffff,2011,423,136,0.8871009527870597
85194a17fffffff,2011,343,164,0.9536697588296597
85197313fffffff,2011,245,187,0.9774626242246711
85195507fffffff,2011,776,366,0.9531336393875167
85194377fffffff,2011,695,176,0.9146060215987036
8519417bfffffff,2011,713,219,0.8685265092454354
851943a3fffffff,2011,1581,320,0.8880943756025325
85195437fffffff,2011,267,73,0.8398654630984586
85197363fffffff,2011,511,251,0.973765183906618
85195197fffffff,2011,7257,738,0.8976342124775232
8519550bfffffff,2011,355,244,0.9737370361651253
85187407fffffff,2011,253,75,0.8931069758454792
85194367fffffff,2011,839,183,0.8433125265124622
85194aabfffffff,2011,249,140,0.9507696652112493
851955dbfffffff,2011,303,104,0.8340702611154693
85195e37fffffff,2011,38,34,0.9901598016224678
85194317fffffff,2011,252,100,0.9046467695995867
851973c7fffffff,2011,215,89,0.9173401416883726
85195d5bfffffff,2011,254,161,0.9644315642637619
85195ebbfffffff,2011,162,151,0.9929041431317571
851950b3fffffff,2011,109,88,0.9517646565702892
85197373fffffff,2011,492,252,0.9705751593701196
8519559bfffffff,2011,582,251,0.7750096835964153
85197377fffffff,2011,608,360,0.9756034810196554
85195427fffffff,2011,82,47,0.8955053232647956
8519400bfffffff,2011,59,27,0.94124877407292
85195897fffffff,2011,741,431,0.9408948679672405
8519436bfffffff,2011,1935,411,0.8980768350317964
85194a3bfffffff,2011,260,134,0.9664700088504576
851943cbfffffff,2011,219,111,0.9098803451034552
85195cc7fffffff,2011,856,271,0.8972935236355762
85194e23fffffff,2011,72,40,0.9831566951308209
851955d7fffffff,2011,35,27,0.9609076077487231
851958dbfffffff,2011,182,81,0.8806257987574949
8519425bfffffff,2011,2539,455,0.9014830459066894
85195853fffffff,2011,59,53,0.9915035070588202
8519403bfffffff,2011,159,76,0.9424907915146575
85197367fffffff,2011,760,401,0.9568361507660869
85187417fffffff,2011,847,256,0.9636854063946965
851955cffffffff,2011,143,71,0.8294187265887903
851955c3fffffff,2011,124,49,0.7609199155377107
851958d3fffffff,2011,601,286,0.9363831707920415
8519424bfffffff,2011,3818,734,0.9050677883776338
85194063fffffff,2011,113,60,0.9278812282161545
851946cffffffff,2011,422,138,0.9115249268179058
851954b7fffffff,2011,61,60,0.998486489101697
851955a7fffffff,2011,366,153,0.8763379310770515
85195a37fffffff,2011,2054,414,0.9107123219041233
851946cbfffffff,2011,402,178,0.964066866630496
85195a6ffffffff,2011,819,384,0.9630482390380454
851875d7fffffff,2011,452,233,0.9546269356612257
851955b3fffffff,2011,340,231,0.9588645607266719
851875dbfffffff,2011,1010,418,0.9500949952040538
851941cffffffff,2011,203,70,0.9516973487317898
85194353fffffff,2011,423,187,0.9123083181623577
851941bbfffffff,2011,2018,350,0.87158468560949
8518748bfffffff,2011,947,320,0.958269271957924
851943abfffffff,2011,548,102,0.748964321993794
85187637fffffff,2011,371,243,0.9733935852790158
851955bbfffffff,2011,1467,417,0.9457193934183451
85194617fffffff,2011,389,313,0.9837168523596773
85195a23fffffff,2011,4288,460,0.9225459302357533
8518749bfffffff,2011,1218,388,0.9515726925312102
851874a7fffffff,2011,2460,567,0.9526616499560234
85195a27fffffff,2011,3862,476,0.9239991334540563
85187473fffffff,2011,1549,396,0.9492722620179267
85195d7bfffffff,2011,294,160,0.922586035297867
8519550ffffffff,2011,245,121,0.7913908998403738
8519481bfffffff,2011,187,99,0.9636369522338246
8519402bfffffff,2011,44,22,0.9023595731552101
8519737bfffffff,2011,667,227,0.9553743541092219
8519464bfffffff,2011,365,233,0.9539844217770093
85197347fffffff,2011,245,148,0.9755556997155509
8519730ffffffff,2011,412,221,0.9598579154068104
8519733bfffffff,2011,936,333,0.9568171879110997
8519730bfffffff,2011,388,272,0.9643861914424133
8519736bfffffff,2011,182,122,0.9709652132976911
851943bbfffffff,2011,205,94,0.9307768155846043
8519580bfffffff,2011,54,15,0.8672875795996751
8519556ffffffff,2011,55,50,0.9921481595954672
851951d7fffffff,2011,752,267,0.8902464056032902
85194073fffffff,2011,173,91,0.8532385805694384
85194023fffffff,2011,25,16,0.9658662974004119
8519731bfffffff,2011,197,104,0.9602503904170279
85195dc3fffffff,2011,156,56,0.8979021086802907
8519437bfffffff,2011,1018,361,0.9097180262636223
851955cbfffffff,2011,61,16,0.8151551385075473
8519599bfffffff,2011,52,24,0.8412718495089809
8519555bfffffff,2011,99,44,0.7770088059530166
8518742bfffffff,2011,5,3,0.8649735207179272
8519407bfffffff,2011,79,62,0.9508656591530068
85195dcffffffff,2011,161,44,0.6971003877127279
851958c3fffffff,2011,153,59,0.8842685890725961
85194357fffffff,2011,942,243,0.9160594946679835
8519438bfffffff,2011,79,29,0.9084792255939257
85194047fffffff,2011,134,64,0.9062577741061303
8519551bfffffff,2011,307,119,0.9188133865560247
851955c7fffffff,2011,116,54,0.8998059003242055
851955d3fffffff,2011,155,33,0.4980114665910712
85195423fffffff,2011,10,7,0.94268071481726
85194387fffffff,2011,24,22,0.9907755543529612
851941a3fffffff,2011,8,8,1.0
851951d3fffffff,2011,20,20,1.0
85194393fffffff,2011,85,50,0.9170836381323514
85195097fffffff,2011,40,27,0.8720373179774268
85195513fffffff,2011,37,17,0.8154391185313109
85195b0ffffffff,2011,77,74,0.9966842648388184
8519542ffffffff,2011,3,3,0.9999999999999998
85194e33fffffff,2011,1,1,0.0
85194a33fffffff,2011,3,3,0.9999999999999998
85194397fffffff,2011,2,2,1.0
85195bd3fffffff,2011,1,1,0.0
85187437fffffff,2011,1,1,0.0
85195c47fffffff,2012,4894,1330,0.9320441253397869
85195c43fffffff,2012,2593,1082,0.9418711095704884
85195c53fffffff,2012,1596,648,0.9057427501479873
85195e97fffffff,2012,3756,1037,0.8996529448514047
85195ccbfffffff,2012,2489,499,0.827252429320885
85195eb3fffffff,2012,4165,927,0.9119092876289129
85195ea7fffffff,2012,2836,634,0.8834005568820045
85195c5bfffffff,2012,3136,953,0.91920325698045
85195c6bfffffff,2012,2372,688,0.9271882668744845
85195c73fffffff,2012,3020,1073,0.9208161147322496
85195eb7fffffff,2012,3523,1105,0.9176010858895638
8519512ffffffff,2012,395,163,0.9059002263448509
85195ea3fffffff,2012,1484,679,0.9017566697319178
85195c63fffffff,2012,5095,1179,0.8517660581211758
85195c4bfffffff,2012,2604,1047,0.9177654851410312
85195c7bfffffff,2012,1618,639,0.912217069410058
85195c4ffffffff,2012,2264,887,0.9364369850741769
85195c57fffffff,2012,1836,701,0.9195446457196003
85195127fffffff,2012,721,333,0.9178435313702474
85195c0bfffffff,2012,1312,381,0.9118409636214061
85195ebbfffffff,2012,495,204,0.9349073535154412
85195eabfffffff,2012,124,54,0.8544473716825824
85195eaffffffff,2012,151,75,0.8951836797780229
85195e93fffffff,2012,173,161,0.9923772225293095
85195e87fffffff,2012,53,28,0.9009927472289239
85195ccffffffff,2012,2652,746,0.9346201004328567
85195e83fffffff,2012,10,5,1.0000000000000002
85195123fffffff,2012,4562,541,0.8098795008292472
85194e67fffffff,2012,1673,348,0.8863892257566953
85194a0bfffffff,2012,2202,488,0.8187488396729045
8519590bfffffff,2012,2611,685,0.9058790621231146
85194e6ffffffff,2012,4859,443,0.8497187629022919
85194ed7fffffff,2012,6838,700,0.8852781808774668
85194853fffffff,2012,812,282,0.9048078865065156
85194acbfffffff,2012,3327,525,0.753239800574253
8519597bfffffff,2012,4786,757,0.8012263988223278
8519583bfffffff,2012,14922,1491,0.8343313390161313
85194e5bfffffff,2012,2253,444,0.7996601243147244
85194edbfffffff,2012,8750,1739,0.8955610071183745
85194ad3fffffff,2012,4764,317,0.8101008299604316
85195903fffffff,2012,5868,552,0.7519859491921905
85195da7fffffff,2012,6256,310,0.7700892352480395
85194e3bfffffff,2012,1252,278,0.9018047075544297
85194ac7fffffff,2012,1204,356,0.9100079729632218
85195547fffffff,2012,867,363,0.8686299232504608
85195c67fffffff,2012,5425,897,0.9150423176582122
85194e6bfffffff,2012,13651,367,0.7927277901432825
8519518bfffffff,2012,1323,395,0.9296091800882096
85194e2ffffffff,2012,1579,418,0.8874431985846329
85194e2bfffffff,2012,2075,645,0.8421160384626333
85195577fffffff,2012,9079,722,0.7469024259335852
85194257fffffff,2012,687,208,0.9118673423860117
85194203fffffff,2012,1673,417,0.8989550210057682
851948c3fffffff,2012,787,132,0.6963426825257881
8519423bfffffff,2012,5219,730,0.8341108260901121
85195b63fffffff,2012,2327,882,0.9377147908900642
8519589bfffffff,2012,2638,451,0.6949448144501793
85195b8bfffffff,2012,1234,249,0.7543337347126116
8519588bfffffff,2012,2021,598,0.9278922068072739
85194323fffffff,2012,3273,493,0.7931050910895354
8519598ffffffff,2012,3675,327,0.775436639123908
85195b17fffffff,2012,1573,489,0.9096259148820094
851959c7fffffff,2012,5586,430,0.7443496415589468
85195d13fffffff,2012,1131,204,0.9165066904836142
8519433bfffffff,2012,1932,381,0.8619449617419108
85195933fffffff,2012,1944,230,0.7667432167741887
85194adbfffffff,2012,7093,578,0.7888112813364674
8519415bfffffff,2012,1633,322,0.9022811377382356
851958a7fffffff,2012,5519,526,0.8972714864187584
85194e63fffffff,2012,1099,178,0.8448648449828557
8519582bfffffff,2012,7541,841,0.8424857774491048
85195c0ffffffff,2012,3563,485,0.83931486755076
85195b83fffffff,2012,4599,220,0.6108973390332744
85195d27fffffff,2012,4896,793,0.8246062366993094
851959b3fffffff,2012,2762,381,0.682726463950059
85195917fffffff,2012,3079,460,0.8156516575323103
85194a0ffffffff,2012,4439,457,0.7473684431629166
8519410bfffffff,2012,3015,500,0.8835403275869373
85194327fffffff,2012,5041,417,0.8039988496588715
85194a47fffffff,2012,1732,250,0.7528541407434808
851958affffffff,2012,1274,268,0.7050758973356093
85194a13fffffff,2012,2071,348,0.8031931287141093
85195b93fffffff,2012,869,199,0.7511025089987885
85195caffffffff,2012,3691,429,0.7643666422785476
85194abbfffffff,2012,1074,324,0.896388454673198
85195943fffffff,2012,3544,200,0.6645642825796436
85194043fffffff,2012,556,174,0.8676369055910087
8519554bfffffff,2012,236,104,0.8782827698943413
85194ac3fffffff,2012,12445,427,0.7432732920214831
85195bb3fffffff,2012,1270,89,0.7089593156133692
85195957fffffff,2012,6335,509,0.8909278020256005
85195d67fffffff,2012,6726,847,0.8431586919258637
85194e4ffffffff,2012,4470,722,0.8702227957882357
85195d77fffffff,2012,6820,925,0.8669894789267255
85195bb7fffffff,2012,1698,325,0.7334295719218198
85195987fffffff,2012,1361,204,0.7226681755326002
85195953fffffff,2012,7798,585,0.9007927670428866
85194a07fffffff,2012,5160,659,0.7745033929347448
85195ba3fffffff,2012,2010,234,0.8790898462644525
85195bbbfffffff,2012,2911,163,0.6182112146370785
85195cabfffffff,2012,3484,758,0.885257603403495
85195d03fffffff,2012,782,154,0.7878700330289765
85195573fffffff,2012,2951,330,0.6683620485037902
8519598bfffffff,2012,2589,200,0.6893908732513097
85195997fffffff,2012,1356,255,0.7986458780054141
85195947fffffff,2012,4795,421,0.6922004117895002
85195daffffffff,2012,3109,473,0.8509019692667487
85195b1bfffffff,2012,1156,322,0.9313792951698189
8519732ffffffff,2012,1190,172,0.7594399680514791
85195c2bfffffff,2012,3824,651,0.8442907091984172
85195c97fffffff,2012,3177,642,0.8600355410112738
85195913fffffff,2012,3590,310,0.7617353021340151
85195d3bfffffff,2012,6983,1032,0.8873141618888897
85195cd3fffffff,2012,2003,334,0.7609872373186597
85194e47fffffff,2012,2368,517,0.826910890279674
85195523fffffff,2012,820,264,0.8870383682305577
85194263fffffff,2012,2104,623,0.88732009167869
85195597fffffff,2012,939,224,0.9061016920855012
85194167fffffff,2012,4775,1054,0.8853872957608109
85195837fffffff,2012,2294,579,0.8959069626125995
85195907fffffff,2012,3345,276,0.7181460879938542
8519591bfffffff,2012,5286,823,0.8764959620655594
85194a4bfffffff,2012,2993,571,0.7665452082653366
85195887fffffff,2012,2281,258,0.6721036096419771
85195807fffffff,2012,3126,594,0.844251184609512
85195db3fffffff,2012,5008,692,0.8348902736779168
85194a5bfffffff,2012,878,357,0.902159751132437
851941abfffffff,2012,5576,913,0.8918702785718983
8519402ffffffff,2012,694,166,0.8490208353385829
85195d6ffffffff,2012,6537,748,0.885107671012328
85195983fffffff,2012,556,55,0.7946414163956688
8519586ffffffff,2012,2324,402,0.8728492502724029
851959bbfffffff,2012,2336,248,0.7041280761574304
85194ec3fffffff,2012,1734,344,0.8499082819336834
85194127fffffff,2012,16551,1639,0.8874307998957461
85195867fffffff,2012,9157,993,0.8322326701673303
85194217fffffff,2012,822,251,0.792054120007225
85194a73fffffff,2012,922,295,0.8379958007880149
85195833fffffff,2012,4204,613,0.8660297516227191
85195d1bfffffff,2012,2003,419,0.854357271966982
85194e73fffffff,2012,496,90,0.831874193815754
85195877fffffff,2012,24347,2183,0.7906801460933905
85195893fffffff,2012,1803,284,0.7436506044296874
85194a03fffffff,2012,2352,394,0.8218872170086574
85195d0bfffffff,2012,8421,943,0.8538652620822205
85195d6bfffffff,2012,4573,629,0.8709434500226672
85194e0ffffffff,2012,1786,299,0.7765941980788716
85194153fffffff,2012,1211,188,0.8608938692879491
85194643fffffff,2012,631,98,0.755977046469716
85195d07fffffff,2012,2263,355,0.6908182896765929
851942d3fffffff,2012,1187,363,0.9130332070682274
85194143fffffff,2012,8643,726,0.8128896617410921
85195d2ffffffff,2012,5497,899,0.9063824264765203
85195c37fffffff,2012,2295,387,0.713176492790595
85194a4ffffffff,2012,2188,656,0.9040794467600928
8519464ffffffff,2012,750,340,0.9168480182711831
8519484bfffffff,2012,1543,214,0.7555192561168461
85195d17fffffff,2012,3441,447,0.7752151283653524
85195b13fffffff,2012,2195,520,0.8788212428314789
85195587fffffff,2012,1337,440,0.9242037838165268
85195533fffffff,2012,1977,511,0.9123671217260907
85195d33fffffff,2012,5876,1065,0.9164950490004203
85195b7bfffffff,2012,4325,913,0.9028300297576
85195973fffffff,2012,1468,320,0.7840962600227334
85195d73fffffff,2012,7920,1307,0.8915633558347746
85195b03fffffff,2012,3537,683,0.9195636649734935
8519594bfffffff,2012,1793,108,0.6780783701755921
85197333fffffff,2012,1900,509,0.8979015369224709
85194653fffffff,2012,1522,175,0.6842725426226302
85194a57fffffff,2012,1900,424,0.794585367082083
8519581bfffffff,2012,1543,601,0.9304603298673345
85195b6bfffffff,2012,2603,559,0.9347648406436974
85195563fffffff,2012,986,225,0.7482789710224812
851958a3fffffff,2012,3981,594,0.7665168164347985
851942c3fffffff,2012,1473,437,0.9268161168003465
85195cdbfffffff,2012,4706,472,0.8115617626816595
85195993fffffff,2012,1215,208,0.8442217740027564
85194ad7fffffff,2012,2091,328,0.7908164957045113
85194213fffffff,2012,2299,631,0.9416511858563704
8519595bfffffff,2012,1344,462,0.914363781996773
85194657fffffff,2012,1669,410,0.8573921286067363
85194107fffffff,2012,5759,1024,0.8462382920645171
85195dbbfffffff,2012,3957,503,0.8375527605025259
85195ba7fffffff,2012,756,123,0.7374665275145956
85195ddbfffffff,2012,968,166,0.7878961493251665
85194e27fffffff,2012,2425,256,0.7485740232321118
85195963fffffff,2012,2230,174,0.6589443701459344
85195d0ffffffff,2012,2276,440,0.7712412807084541
85194267fffffff,2012,2826,833,0.92955881554861
8519412ffffffff,2012,1462,336,0.8700527025458201
85197327fffffff,2012,654,186,0.8997779746451092
85195cb7fffffff,2012,8350,1269,0.8603629412182183
8518740bfffffff,2012,1058,368,0.9375457871782664
851959c3fffffff,2012,2126,471,0.922468171946128
85195b9bfffffff,2012,3455,383,0.8359418663559092
85195dcbfffffff,2012,1296,163,0.791724186201593
851870d3fffffff,2012,3949,801,0.8763815666554907
8519593bfffffff,2012,589,45,0.7917103873896023
85194a53fffffff,2012,2385,367,0.8900162295079945
85194117fffffff,2012,8005,950,0.8708152967365097
85195c9bfffffff,2012,870,373,0.9272147698457045
8519430ffffffff,2012,2337,634,0.8760492295576687
85194a43fffffff,2012,1350,215,0.7037123308012886
851958cffffffff,2012,884,314,0.9061328037506227
85195d43fffffff,2012,972,291,0.8814379645520459
8519406ffffffff,2012,535,135,0.8258221305931632
85195d87fffffff,2012,5123,537,0.743759495726587
85195d8bfffffff,2012,2105,238,0.8755991569196107
851958c7fffffff,2012,807,116,0.7404302960421364
851874a3fffffff,2012,2298,756,0.9211986516473056
851943dbfffffff,2012,405,120,0.8357971712075675
851946affffffff,2012,2697,645,0.8990783986462705
85195883fffffff,2012,1252,315,0.821758250123901
8519590ffffffff,2012,1286,374,0.9339255487194936
85194647fffffff,2012,905,457,0.9468636253726784
8519466ffffffff,2012,1505,345,0.8693926821104734
851959dbfffffff,2012,2807,484,0.8575634521234814
85195bdbfffffff,2012,590,65,0.7834538585868245
85195bc7fffffff,2012,1165,235,0.7848753837911333
8519416ffffffff,2012,6724,1028,0.8653877421278016
85194e8bfffffff,2012,3579,541,0.832692770376936
851876a7fffffff,2012,370,202,0.9510037982359958
85194e8ffffffff,2012,4037,815,0.8941925864436351
851958cbfffffff,2012,977,318,0.8838682559386973
85195803fffffff,2012,12856,1131,0.8334600601151672
851951b7fffffff,2012,6252,352,0.8219923120593434
85194ecbfffffff,2012,5854,1237,0.8923692264767394
85195cc3fffffff,2012,9518,1002,0.8150147901415317
851955affffffff,2012,1008,313,0.923832438790839
851973d7fffffff,2012,889,173,0.8628721124637018
85195c77fffffff,2012,1912,601,0.908109005031667
851874bbfffffff,2012,632,284,0.921000293280267
85195c07fffffff,2012,2681,633,0.8888084170191456
85195583fffffff,2012,1824,534,0.9209169180916759
85194c5bfffffff,2012,6814,529,0.8618183646759863
85194ed3fffffff,2012,11774,1515,0.8929579077822618
85195d97fffffff,2012,3530,646,0.8454479471736911
85195863fffffff,2012,13617,954,0.8454476432317969
85195ca3fffffff,2012,4187,1349,0.9335482631760502
8519594ffffffff,2012,1477,315,0.78462327491052
85195823fffffff,2012,10357,1057,0.772301629363244
8519432ffffffff,2012,4150,499,0.8787134555452736
851870dbfffffff,2012,8442,826,0.8170426446730973
85194e07fffffff,2012,526,143,0.8371411187613442
85195d47fffffff,2012,5423,829,0.9172911513282002
85194e43fffffff,2012,801,351,0.887815518444622
8519413bfffffff,2012,5471,916,0.8892311104601213
85195da3fffffff,2012,2781,648,0.8964023991205247
851874b7fffffff,2012,2544,735,0.8630775312531793
85195d37fffffff,2012,4908,786,0.8948066293707823
85195827fffffff,2012,3165,664,0.9067559148165044
